TERYT Gminy,Gmina,Powiat,Województwo,Nr okręgu,Liczba komisji,Liczba uwzględnionych komisji,Komisja otrzymała kart do głosowania,Liczba wyborców uprawnionych do głosowania,Nie wykorzystano kart do głosowania,"Liczba wyborców, którym wydano karty do głosowania","Liczba wyborców, którym wysłano pakiety wyborcze","Liczba wyborców, którym wydano karty do głosowania w lokalu wyborczym oraz w głosowaniu korespondencyjnym (łącznie)",Liczba wyborców głosujących przez pełnomocnika,Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania,Liczba otrzymanych kopert zwrotnych,"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu","Liczba kopert zwrotnych, w których oświadczenie nie było podpisane","Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania","Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania",Liczba kopert na kartę do głosowania wrzuconych do urny,Liczba kart wyjętych z urny,W tym liczba kart wyjętych z kopert na kartę do głosowania,Liczba kart nieważnych,Liczba kart ważnych,Liczba głosów nieważnych,W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list,W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata,"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona",Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów,KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY,KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE,KOMITET WYBORCZY NOWA LEWICA,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ,KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI,KOMITET WYBORCZY POLSKA JEST JEDNA,KOMITET WYBORCZY WYBORCÓW RUCHU DOBROBYTU I POKOJU,KOMITET WYBORCZY NORMALNY KRAJ,KOMITET WYBORCZY ANTYPARTIA,KOMITET WYBORCZY RUCH NAPRAWY POLSKI,KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA
,Tajlandia,zagranica,,19,1,1,800.0,678.0,217.0,583.0,0.0,583.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,583.0,0.0,0.0,583.0,1.0,1.0,0.0,0.0,582.0,5.0,87.0,152.0,25.0,43.0,269.0,1.0,,,,,
,Zjednoczone Emiraty Arabskie,zagranica,,19,2,2,4232.0,2507.0,1881.0,2351.0,0.0,2351.0,0.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,2351.0,0.0,0.0,2351.0,8.0,3.0,5.0,0.0,2343.0,20.0,332.0,334.0,144.0,166.0,1327.0,20.0,,,,,
,Tunezja,zagranica,,19,1,1,700.0,465.0,297.0,403.0,0.0,403.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,403.0,0.0,0.0,403.0,4.0,3.0,1.0,0.0,399.0,1.0,51.0,69.0,32.0,15.0,227.0,4.0,,,,,
,Turcja,zagranica,,19,4,4,5100.0,4852.0,1369.0,3731.0,0.0,3731.0,0.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,3728.0,0.0,1.0,3727.0,27.0,13.0,14.0,0.0,3700.0,49.0,601.0,499.0,398.0,224.0,1887.0,42.0,,,,,
,Macedonia Północna,zagranica,,19,1,1,198.0,143.0,63.0,135.0,0.0,135.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,135.0,2.0,0.0,2.0,0.0,133.0,5.0,12.0,33.0,21.0,9.0,52.0,1.0,,,,,
,Egipt,zagranica,,19,2,2,2800.0,1746.0,1268.0,1532.0,0.0,1532.0,0.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,1531.0,0.0,0.0,1531.0,14.0,4.0,10.0,0.0,1517.0,25.0,230.0,206.0,114.0,96.0,833.0,13.0,,,,,
,Wielka Brytania,zagranica,,19,77,77,191317.0,163321.0,44985.0,146285.0,0.0,146285.0,0.0,2565.0,0.0,0.0,0.0,0.0,0.0,0.0,146207.0,0.0,97.0,146110.0,1719.0,594.0,1125.0,0.0,144391.0,1756.0,17758.0,20178.0,19610.0,15103.0,67289.0,2697.0,,,,,
,Tanzania,zagranica,,19,1,1,230.0,197.0,83.0,147.0,0.0,147.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,0.0,147.0,1.0,0.0,1.0,0.0,146.0,0.0,16.0,29.0,17.0,3.0,80.0,1.0,,,,,
,Stany Zjednoczone,zagranica,,19,52,52,61021.0,48853.0,16906.0,44114.0,0.0,44114.0,0.0,1258.0,0.0,0.0,0.0,0.0,0.0,0.0,44108.0,0.0,9.0,44099.0,497.0,272.0,225.0,0.0,43602.0,200.0,3633.0,2888.0,17475.0,2604.0,15514.0,1288.0,,,,,
,Uzbekistan,zagranica,,19,1,1,120.0,80.0,44.0,76.0,0.0,76.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,76.0,0.0,7.0,7.0,23.0,8.0,29.0,2.0,,,,,
,Wenezuela,zagranica,,19,1,1,60.0,44.0,20.0,40.0,0.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,40.0,3.0,3.0,0.0,0.0,37.0,2.0,3.0,1.0,6.0,7.0,17.0,1.0,,,,,
20101.0,m. Bolesławiec,bolesławiecki,dolnośląskie,1,24,24,26733.0,28421.0,6070.0,20660.0,11.0,20671.0,45.0,303.0,8.0,0.0,0.0,0.0,0.0,8.0,20667.0,8.0,16.0,20651.0,354.0,184.0,170.0,0.0,20297.0,869.0,2338.0,2035.0,5807.0,1254.0,7695.0,299.0,,,,,
20102.0,gm. Bolesławiec,bolesławiecki,dolnośląskie,1,21,21,10464.0,11238.0,2287.0,8175.0,4.0,8179.0,10.0,68.0,4.0,1.0,0.0,0.0,0.0,3.0,8178.0,3.0,0.0,8178.0,154.0,80.0,74.0,0.0,8024.0,354.0,1091.0,650.0,2687.0,662.0,2436.0,144.0,,,,,
20103.0,gm. Gromadka,bolesławiecki,dolnośląskie,1,6,6,3766.0,4048.0,1070.0,2696.0,2.0,2698.0,9.0,20.0,2.0,0.0,0.0,0.0,0.0,2.0,2697.0,2.0,0.0,2697.0,86.0,45.0,41.0,0.0,2611.0,77.0,210.0,208.0,1161.0,194.0,623.0,138.0,,,,,
20104.0,gm. Nowogrodziec,bolesławiecki,dolnośląskie,1,14,14,10457.0,11166.0,3134.0,7323.0,3.0,7326.0,21.0,60.0,3.0,0.0,0.0,0.0,0.0,3.0,7326.0,3.0,1.0,7325.0,214.0,137.0,77.0,0.0,7111.0,271.0,902.0,585.0,3056.0,652.0,1517.0,128.0,,,,,
20105.0,gm. Osiecznica,bolesławiecki,dolnośląskie,1,7,7,4777.0,5162.0,1444.0,3333.0,2.0,3335.0,3.0,32.0,2.0,0.0,0.0,0.0,0.0,2.0,3335.0,2.0,0.0,3335.0,95.0,64.0,31.0,0.0,3240.0,112.0,375.0,300.0,1133.0,301.0,946.0,73.0,,,,,
20106.0,gm. Warta Bolesławiecka,bolesławiecki,dolnośląskie,1,10,10,5857.0,6359.0,1532.0,4326.0,2.0,4328.0,3.0,20.0,2.0,0.0,0.0,0.0,0.0,2.0,4329.0,2.0,5.0,4324.0,128.0,72.0,56.0,0.0,4196.0,220.0,423.0,368.0,1621.0,362.0,1112.0,90.0,,,,,
20201.0,m. Bielawa,dzierżoniowski,dolnośląskie,2,22,22,20409.0,21858.0,5631.0,14777.0,6.0,14783.0,48.0,122.0,5.0,1.0,0.0,0.0,0.0,4.0,14779.0,4.0,4.0,14775.0,253.0,165.0,88.0,0.0,14522.0,255.0,1881.0,1381.0,4841.0,992.0,4930.0,242.0,,,,,
20202.0,m. Dzierżoniów,dzierżoniowski,dolnośląskie,2,23,23,22277.0,23803.0,5405.0,16861.0,34.0,16895.0,37.0,115.0,33.0,2.0,0.0,0.0,1.0,30.0,16892.0,30.0,3.0,16889.0,270.0,149.0,121.0,0.0,16619.0,234.0,1947.0,1245.0,5458.0,1107.0,6337.0,291.0,,,,,
20203.0,gm. Pieszyce,dzierżoniowski,dolnośląskie,2,10,10,6501.0,6930.0,2026.0,4472.0,0.0,4472.0,10.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,4475.0,0.0,6.0,4469.0,120.0,84.0,36.0,0.0,4349.0,100.0,486.0,268.0,1583.0,325.0,1442.0,145.0,,,,,
20204.0,m. Piława Górna,dzierżoniowski,dolnośląskie,2,3,3,4261.0,4527.0,1350.0,2911.0,5.0,2916.0,9.0,11.0,5.0,1.0,0.0,0.0,0.0,4.0,2915.0,4.0,0.0,2915.0,78.0,54.0,24.0,0.0,2837.0,55.0,399.0,206.0,1126.0,215.0,789.0,47.0,,,,,
20205.0,gm. Dzierżoniów,dzierżoniowski,dolnośląskie,2,15,15,6563.0,7047.0,1518.0,5045.0,3.0,5048.0,7.0,30.0,1.0,0.0,0.0,0.0,0.0,1.0,5044.0,1.0,0.0,5044.0,131.0,87.0,44.0,0.0,4913.0,81.0,514.0,252.0,1905.0,416.0,1644.0,101.0,,,,,
20206.0,gm. Łagiewniki,dzierżoniowski,dolnośląskie,2,10,10,5270.0,5806.0,1139.0,4131.0,0.0,4131.0,6.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,4131.0,0.0,0.0,4131.0,81.0,56.0,25.0,0.0,4050.0,82.0,514.0,252.0,1873.0,333.0,949.0,47.0,,,,,
20207.0,gm. Niemcza,dzierżoniowski,dolnośląskie,2,7,7,3800.0,4071.0,1121.0,2679.0,0.0,2679.0,9.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2679.0,0.0,0.0,2679.0,102.0,73.0,29.0,0.0,2577.0,62.0,300.0,193.0,1079.0,194.0,720.0,29.0,,,,,
20301.0,m. Głogów,głogowski,dolnośląskie,1,36,36,46151.0,47495.0,11272.0,34888.0,14.0,34902.0,43.0,498.0,14.0,1.0,0.0,1.0,3.0,9.0,34883.0,9.0,6.0,34877.0,542.0,317.0,225.0,0.0,34335.0,677.0,3132.0,3235.0,12243.0,2011.0,12580.0,457.0,,,,,
20302.0,gm. Głogów,głogowski,dolnośląskie,1,4,4,5162.0,5293.0,1106.0,4056.0,1.0,4057.0,8.0,60.0,1.0,0.0,0.0,0.0,0.0,1.0,4057.0,1.0,0.0,4057.0,65.0,36.0,29.0,0.0,3992.0,97.0,411.0,292.0,1608.0,280.0,1262.0,42.0,,,,,
20303.0,gm. Jerzmanowa,głogowski,dolnośląskie,1,7,7,3994.0,4147.0,699.0,3295.0,1.0,3296.0,6.0,35.0,1.0,0.0,0.0,0.0,0.0,1.0,3296.0,1.0,0.0,3296.0,59.0,34.0,25.0,0.0,3237.0,57.0,468.0,297.0,1107.0,240.0,1016.0,52.0,,,,,
20304.0,gm. Kotla,głogowski,dolnośląskie,1,5,5,3106.0,3311.0,807.0,2297.0,1.0,2298.0,4.0,27.0,1.0,0.0,0.0,1.0,0.0,0.0,2299.0,0.0,0.0,2299.0,69.0,35.0,34.0,0.0,2230.0,46.0,95.0,91.0,940.0,123.0,913.0,22.0,,,,,
20305.0,gm. Pęcław,głogowski,dolnośląskie,1,3,3,1512.0,1610.0,404.0,1107.0,1.0,1108.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,1109.0,1.0,0.0,1109.0,36.0,24.0,12.0,0.0,1073.0,29.0,155.0,47.0,565.0,76.0,192.0,9.0,,,,,
20306.0,gm. Żukowice,głogowski,dolnośląskie,1,2,2,2389.0,2554.0,606.0,1783.0,0.0,1783.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1783.0,0.0,0.0,1783.0,46.0,30.0,16.0,0.0,1737.0,55.0,156.0,158.0,749.0,121.0,471.0,27.0,,,,,
20401.0,gm. Góra,górowski,dolnośląskie,3,13,13,13327.0,14205.0,4009.0,9318.0,4.0,9322.0,9.0,132.0,4.0,0.0,1.0,0.0,0.0,3.0,9321.0,3.0,2.0,9319.0,176.0,100.0,76.0,0.0,9143.0,392.0,1279.0,971.0,3265.0,585.0,2534.0,117.0,,,,,
20402.0,gm. Jemielno,górowski,dolnośląskie,3,4,4,2051.0,2197.0,644.0,1407.0,0.0,1407.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1406.0,0.0,0.0,1406.0,46.0,27.0,19.0,0.0,1360.0,51.0,141.0,146.0,682.0,104.0,202.0,34.0,,,,,
20403.0,gm. Niechlów,górowski,dolnośląskie,3,4,4,3360.0,3530.0,1100.0,2248.0,0.0,2248.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,2247.0,0.0,2.0,2245.0,81.0,52.0,29.0,0.0,2164.0,139.0,205.0,193.0,1122.0,166.0,296.0,43.0,,,,,
20404.0,gm. Wąsosz,górowski,dolnośląskie,3,8,8,5000.0,5405.0,1435.0,3565.0,2.0,3567.0,16.0,32.0,2.0,0.0,0.0,0.0,0.0,2.0,3562.0,2.0,0.0,3562.0,137.0,85.0,52.0,0.0,3425.0,124.0,406.0,313.0,1409.0,268.0,856.0,49.0,,,,,
20501.0,m. Jawor,jaworski,dolnośląskie,1,14,14,15623.0,16564.0,3985.0,11638.0,6.0,11644.0,20.0,215.0,6.0,0.0,0.0,0.0,0.0,6.0,11643.0,6.0,4.0,11639.0,170.0,92.0,78.0,0.0,11469.0,287.0,1060.0,1308.0,4459.0,614.0,3628.0,113.0,,,,,
20502.0,gm. Bolków,jaworski,dolnośląskie,1,14,14,7199.0,7678.0,2282.0,4915.0,2.0,4917.0,16.0,55.0,2.0,0.0,0.0,0.0,0.0,2.0,4918.0,2.0,4.0,4914.0,158.0,103.0,55.0,0.0,4756.0,133.0,520.0,485.0,1842.0,299.0,1429.0,48.0,,,,,
20503.0,gm. Męcinka,jaworski,dolnośląskie,1,10,10,3660.0,3936.0,851.0,2810.0,1.0,2811.0,5.0,55.0,1.0,0.0,0.0,0.0,0.0,1.0,2811.0,1.0,1.0,2810.0,55.0,32.0,23.0,0.0,2755.0,63.0,277.0,218.0,1351.0,189.0,624.0,33.0,,,,,
20504.0,gm. Mściwojów,jaworski,dolnośląskie,1,3,3,2809.0,2994.0,785.0,2024.0,0.0,2024.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2024.0,0.0,0.0,2024.0,48.0,34.0,14.0,0.0,1976.0,61.0,258.0,156.0,785.0,125.0,563.0,28.0,,,,,
20505.0,gm. Paszowice,jaworski,dolnośląskie,1,3,3,2943.0,3154.0,760.0,2181.0,1.0,2182.0,8.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,2183.0,1.0,1.0,2182.0,42.0,25.0,17.0,0.0,2140.0,54.0,276.0,194.0,903.0,165.0,520.0,28.0,,,,,
20506.0,gm. Wądroże Wielkie,jaworski,dolnośląskie,1,3,3,2853.0,3064.0,761.0,2092.0,0.0,2092.0,13.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,2091.0,0.0,0.0,2091.0,47.0,25.0,22.0,0.0,2044.0,46.0,405.0,146.0,799.0,137.0,486.0,25.0,,,,,
20601.0,m. Karpacz,karkonoski,dolnośląskie,1,6,6,4836.0,4996.0,934.0,3901.0,1.0,3902.0,2.0,885.0,1.0,0.0,0.0,0.0,0.0,1.0,3901.0,1.0,1.0,3900.0,48.0,22.0,26.0,0.0,3852.0,95.0,458.0,379.0,815.0,198.0,1864.0,43.0,,,,,
20602.0,m. Kowary,karkonoski,dolnośląskie,1,9,9,7340.0,7678.0,2129.0,5212.0,3.0,5215.0,12.0,102.0,3.0,1.0,0.0,0.0,0.0,2.0,5218.0,2.0,4.0,5214.0,79.0,51.0,28.0,0.0,5135.0,112.0,556.0,521.0,1389.0,246.0,2129.0,182.0,,,,,
20603.0,m. Piechowice,karkonoski,dolnośląskie,1,4,4,4255.0,4519.0,994.0,3266.0,2.0,3268.0,17.0,62.0,2.0,1.0,0.0,0.0,0.0,1.0,3266.0,1.0,0.0,3266.0,71.0,38.0,33.0,0.0,3195.0,81.0,384.0,290.0,865.0,179.0,1340.0,56.0,,,,,
20604.0,m. Szklarska Poręba,karkonoski,dolnośląskie,1,9,9,5088.0,5515.0,899.0,4168.0,0.0,4168.0,20.0,588.0,0.0,0.0,0.0,0.0,0.0,0.0,4167.0,0.0,3.0,4164.0,67.0,33.0,34.0,0.0,4097.0,116.0,530.0,435.0,953.0,237.0,1761.0,65.0,,,,,
20605.0,gm. Janowice Wielkie,karkonoski,dolnośląskie,1,6,6,3015.0,3291.0,713.0,2302.0,1.0,2303.0,8.0,90.0,1.0,0.0,0.0,0.0,0.0,1.0,2304.0,1.0,1.0,2303.0,58.0,38.0,20.0,0.0,2245.0,69.0,251.0,209.0,609.0,131.0,936.0,40.0,,,,,
20606.0,gm. Jeżów Sudecki,karkonoski,dolnośląskie,1,4,4,5438.0,5847.0,1169.0,4290.0,2.0,4292.0,6.0,42.0,2.0,0.0,0.0,0.0,0.0,2.0,4285.0,2.0,1.0,4284.0,50.0,27.0,23.0,0.0,4234.0,85.0,487.0,409.0,1028.0,222.0,1940.0,63.0,,,,,
20607.0,gm. Mysłakowice,karkonoski,dolnośląskie,1,8,8,7099.0,7685.0,1599.0,5500.0,8.0,5508.0,15.0,128.0,8.0,0.0,0.0,0.0,0.0,8.0,5508.0,8.0,3.0,5505.0,110.0,63.0,47.0,0.0,5395.0,132.0,656.0,487.0,1541.0,335.0,2162.0,82.0,,,,,
20608.0,gm. Podgórzyn,karkonoski,dolnośląskie,1,7,7,5950.0,6471.0,1233.0,4716.0,2.0,4718.0,8.0,161.0,2.0,0.0,0.0,0.0,0.0,2.0,4719.0,2.0,12.0,4707.0,93.0,49.0,44.0,0.0,4614.0,95.0,435.0,431.0,1100.0,251.0,2246.0,56.0,,,,,
20609.0,gm. Stara Kamienica,karkonoski,dolnośląskie,1,5,5,3712.0,4047.0,956.0,2756.0,0.0,2756.0,10.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,2756.0,0.0,3.0,2753.0,81.0,49.0,32.0,0.0,2672.0,63.0,315.0,324.0,809.0,165.0,953.0,43.0,,,,,
20701.0,m. Kamienna Góra,kamiennogórski,dolnośląskie,1,10,10,13430.0,13564.0,4275.0,9155.0,3.0,9158.0,19.0,139.0,3.0,0.0,0.0,0.0,0.0,3.0,9152.0,3.0,6.0,9146.0,200.0,111.0,89.0,0.0,8946.0,181.0,794.0,804.0,3039.0,450.0,3553.0,125.0,,,,,
20702.0,gm. Kamienna Góra,kamiennogórski,dolnośląskie,1,15,15,6241.0,6662.0,1409.0,4832.0,2.0,4834.0,4.0,59.0,2.0,0.0,0.0,0.0,0.0,2.0,4834.0,2.0,2.0,4832.0,121.0,77.0,44.0,0.0,4711.0,123.0,552.0,412.0,1662.0,288.0,1592.0,82.0,,,,,
20703.0,gm. Lubawka,kamiennogórski,dolnośląskie,1,9,9,7612.0,8134.0,1924.0,5688.0,0.0,5688.0,21.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,5687.0,0.0,0.0,5687.0,146.0,106.0,40.0,0.0,5541.0,167.0,586.0,584.0,1799.0,303.0,2022.0,80.0,,,,,
20704.0,gm. Marciszów,kamiennogórski,dolnośląskie,1,7,7,3155.0,3364.0,943.0,2213.0,0.0,2213.0,2.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,2213.0,0.0,0.0,2213.0,54.0,37.0,17.0,0.0,2159.0,55.0,274.0,182.0,780.0,127.0,694.0,47.0,,,,,
20801.0,m. Duszniki-Zdrój,kłodzki,dolnośląskie,2,4,4,4019.0,3910.0,1120.0,2898.0,1.0,2899.0,18.0,484.0,0.0,0.0,0.0,0.0,0.0,0.0,2898.0,0.0,1.0,2897.0,48.0,40.0,8.0,0.0,2849.0,59.0,290.0,238.0,926.0,149.0,1143.0,44.0,,,,,
20802.0,m. Kłodzko,kłodzki,dolnośląskie,2,19,19,18660.0,19773.0,4875.0,13782.0,9.0,13791.0,49.0,159.0,9.0,2.0,0.0,0.0,0.0,7.0,13791.0,7.0,2.0,13789.0,226.0,133.0,93.0,0.0,13563.0,261.0,1693.0,1101.0,4175.0,729.0,5440.0,164.0,,,,,
20803.0,m. Kudowa-Zdrój,kłodzki,dolnośląskie,2,9,9,7599.0,8348.0,1369.0,6230.0,1.0,6231.0,13.0,1013.0,0.0,0.0,0.0,0.0,0.0,0.0,6229.0,0.0,1.0,6228.0,111.0,76.0,35.0,0.0,6117.0,115.0,674.0,462.0,2101.0,327.0,2340.0,98.0,,,,,
20804.0,m. Nowa Ruda,kłodzki,dolnośląskie,2,14,14,15249.0,15869.0,5016.0,10233.0,3.0,10236.0,27.0,112.0,3.0,0.0,0.0,0.0,0.0,3.0,10232.0,3.0,0.0,10232.0,130.0,82.0,48.0,0.0,10102.0,214.0,912.0,709.0,3084.0,520.0,4472.0,191.0,,,,,
20805.0,m. Polanica-Zdrój,kłodzki,dolnośląskie,2,4,4,4902.0,5651.0,749.0,4153.0,10.0,4163.0,7.0,666.0,10.0,0.0,1.0,0.0,0.0,9.0,4161.0,9.0,0.0,4161.0,78.0,53.0,25.0,0.0,4083.0,117.0,527.0,341.0,1258.0,173.0,1605.0,62.0,,,,,
20806.0,gm. Bystrzyca Kłodzka,kłodzki,dolnośląskie,2,20,20,13215.0,14065.0,3662.0,9553.0,2.0,9555.0,34.0,354.0,2.0,1.0,0.0,0.0,0.0,1.0,9554.0,1.0,0.0,9554.0,219.0,131.0,88.0,0.0,9335.0,179.0,837.0,496.0,3466.0,471.0,3731.0,155.0,,,,,
20807.0,gm. Kłodzko,kłodzki,dolnośląskie,2,19,19,11933.0,12758.0,3461.0,8472.0,7.0,8479.0,8.0,59.0,7.0,0.0,0.0,0.0,0.0,7.0,8479.0,7.0,6.0,8473.0,231.0,158.0,73.0,0.0,8242.0,155.0,1739.0,425.0,3197.0,444.0,2162.0,120.0,,,,,
20808.0,gm. Lądek-Zdrój,kłodzki,dolnośląskie,2,10,10,6233.0,6784.0,1556.0,4677.0,2.0,4679.0,15.0,601.0,2.0,0.0,0.0,0.0,0.0,2.0,4679.0,2.0,0.0,4679.0,101.0,75.0,26.0,0.0,4578.0,77.0,808.0,328.0,1582.0,271.0,1451.0,61.0,,,,,
20809.0,gm. Lewin Kłodzki,kłodzki,dolnośląskie,2,2,2,1410.0,1579.0,355.0,1055.0,2.0,1057.0,3.0,59.0,2.0,2.0,0.0,0.0,0.0,0.0,1055.0,0.0,0.0,1055.0,13.0,9.0,4.0,0.0,1042.0,24.0,141.0,95.0,366.0,69.0,329.0,18.0,,,,,
20810.0,gm. Międzylesie,kłodzki,dolnośląskie,2,9,9,5039.0,5476.0,1365.0,3673.0,0.0,3673.0,4.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,3674.0,0.0,0.0,3674.0,100.0,65.0,35.0,0.0,3574.0,80.0,415.0,247.0,1282.0,204.0,1276.0,70.0,,,,,
20811.0,gm. Nowa Ruda,kłodzki,dolnośląskie,2,16,16,8088.0,8576.0,2493.0,5595.0,1.0,5596.0,0.0,64.0,1.0,0.0,0.0,0.0,0.0,1.0,5596.0,1.0,0.0,5596.0,137.0,95.0,42.0,0.0,5459.0,113.0,623.0,436.0,1852.0,316.0,2022.0,97.0,,,,,
20812.0,gm. Radków,kłodzki,dolnośląskie,2,10,10,6298.0,6711.0,2010.0,4288.0,0.0,4288.0,9.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,4286.0,0.0,0.0,4286.0,130.0,80.0,50.0,0.0,4156.0,83.0,496.0,215.0,1587.0,308.0,1353.0,114.0,,,,,
20813.0,gm. Stronie Śląskie,kłodzki,dolnośląskie,2,7,7,5053.0,5554.0,1385.0,3668.0,2.0,3670.0,7.0,104.0,2.0,0.0,0.0,0.0,0.0,2.0,3670.0,2.0,0.0,3670.0,76.0,55.0,21.0,0.0,3594.0,73.0,521.0,348.0,1095.0,219.0,1293.0,45.0,,,,,
20814.0,gm. Szczytna,kłodzki,dolnośląskie,2,7,7,5030.0,5476.0,1356.0,3674.0,1.0,3675.0,17.0,65.0,1.0,0.0,0.0,0.0,0.0,1.0,3675.0,1.0,0.0,3675.0,76.0,54.0,22.0,0.0,3599.0,127.0,514.0,229.0,1202.0,214.0,1260.0,53.0,,,,,
20901.0,m. Chojnów,legnicki,dolnośląskie,1,7,7,9008.0,9547.0,2491.0,6517.0,2.0,6519.0,18.0,52.0,2.0,0.0,0.0,0.0,0.0,2.0,6518.0,2.0,20.0,6498.0,127.0,69.0,58.0,0.0,6371.0,149.0,520.0,538.0,2397.0,491.0,2192.0,84.0,,,,,
20902.0,gm. Chojnów,legnicki,dolnośląskie,1,9,9,6632.0,7213.0,1647.0,4989.0,0.0,4989.0,13.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,4988.0,0.0,7.0,4981.0,145.0,90.0,55.0,0.0,4836.0,153.0,511.0,331.0,2126.0,369.0,1225.0,121.0,,,,,
20903.0,gm. Krotoszyce,legnicki,dolnośląskie,1,5,5,2326.0,2510.0,493.0,1832.0,0.0,1832.0,4.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1833.0,0.0,0.0,1833.0,43.0,28.0,15.0,0.0,1790.0,104.0,169.0,119.0,764.0,125.0,474.0,35.0,,,,,
20904.0,gm. Kunice,legnicki,dolnośląskie,1,10,10,5390.0,5625.0,951.0,4439.0,0.0,4439.0,2.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,4437.0,0.0,1.0,4436.0,81.0,47.0,34.0,0.0,4355.0,117.0,582.0,329.0,1354.0,305.0,1575.0,93.0,,,,,
20905.0,gm. Legnickie Pole,legnicki,dolnośląskie,1,9,9,3578.0,3801.0,662.0,2915.0,0.0,2915.0,4.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,2916.0,0.0,0.0,2916.0,91.0,51.0,40.0,0.0,2825.0,121.0,314.0,200.0,1194.0,212.0,744.0,40.0,,,,,
20906.0,gm. Miłkowice,legnicki,dolnośląskie,1,8,8,5240.0,5279.0,1233.0,4007.0,3.0,4010.0,9.0,25.0,3.0,1.0,0.0,0.0,0.0,2.0,4011.0,2.0,1.0,4010.0,67.0,37.0,30.0,0.0,3943.0,139.0,458.0,296.0,1459.0,295.0,1228.0,68.0,,,,,
20907.0,gm. Prochowice,legnicki,dolnośląskie,1,9,9,5202.0,5630.0,1278.0,3925.0,0.0,3925.0,2.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,3923.0,0.0,0.0,3923.0,121.0,78.0,43.0,0.0,3802.0,92.0,593.0,265.0,1460.0,294.0,1039.0,59.0,,,,,
20908.0,gm. Ruja,legnicki,dolnośląskie,1,3,3,1902.0,1947.0,659.0,1243.0,2.0,1245.0,2.0,11.0,2.0,0.0,0.0,0.0,0.0,2.0,1245.0,2.0,0.0,1245.0,37.0,21.0,16.0,0.0,1208.0,37.0,143.0,93.0,600.0,93.0,225.0,17.0,,,,,
21001.0,m. Lubań,lubański,dolnośląskie,1,10,10,14311.0,14969.0,3600.0,10711.0,4.0,10715.0,24.0,211.0,4.0,0.0,0.0,0.0,0.0,4.0,10716.0,4.0,1.0,10715.0,136.0,69.0,67.0,0.0,10579.0,337.0,1177.0,1280.0,3248.0,632.0,3789.0,116.0,,,,,
